AMBLER_CLASS;NAME;ALTERNATIVE_NAME;SUBFAMILY;blaNAME;GENPEPT_ID;GENBANK_ID;PUBMED_ID;SEQUENCE_LINK;NUMBER_PDB_STRUCTURES;MUTANTS;PHENOTYPE;FUNCTIONAL_INFORMATION;NATURAL_OR_AQUIRED
D;OXA-772;NULL;OXA-51-like;blaOXA-772;AYP70992;MK105962;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-773;NULL;OXA-51-like;blaOXA-773;AYP70993;MK105963;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-774;NULL;OXA-51-like;blaOXA-774;AYP70996;MK105966;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-775;NULL;OXA-51-like;blaOXA-775;AYP70997;MK105967;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-776;NULL;OXA-51-like;blaOXA-776;AYP70999;MK105969;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-777;NULL;OXA-270-like;blaOXA-777;AYN72943;MK087756;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-778;NULL;OXA-270-like;blaOXA-778;AYN72945;MK087758;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-781;NULL;OXA-51-like;blaOXA-781;AXH79876;MG717456;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-782;NULL;OXA-51-like;blaOXA-782;AXH79877;MG717457;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-797;NULL;OXA-51-like;blaOXA-797;QBQ03022;MK645223;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-798;NULL;OXA-51-like;blaOXA-798;QBQ03023;MK645910;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-799;NULL;OXA-51-like;blaOXA-799;QBQ03024;MK645911;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-800;NULL;OXA-51-like;blaOXA-800;QBQ03025;MK645912;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-801;NULL;OXA-270-like;blaOXA-801;QBQ03026;MK645913;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-802;NULL;OXA-270-like;blaOXA-802;QBQ03027;MK645914;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-803;NULL;OXA-270-like;blaOXA-803;QBQ03028;MK645915;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-804;NULL;OXA-270-like;blaOXA-804;QBQ03029;MK645916;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-805;NULL;OXA-213-like;blaOXA-805;QBQ03030;MK645917;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter oleivorans)
D;OXA-806;NULL;OXA-23-like;blaOXA-806;QBQ03031;MK645918;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-807;NULL;OXA-23-like;blaOXA-807;QBQ03032;MK645919;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-808;NULL;OXA-23-like;blaOXA-808;QBQ03033;MK645920;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-809;NULL;OXA-23-like;blaOXA-809;QBQ03034;MK645921;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-810;NULL;OXA-23-like;blaOXA-810;QBQ03035;MK645922;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-811;NULL;OXA-23-like;blaOXA-811;QBQ03036;MK645923;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-812;NULL;OXA-23-like;blaOXA-812;KCX39169;JMNM01000002;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. 263903-1)
D;OXA-813;NULL;OXA-23-like;blaOXA-813;ACI26264;FJ195387;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-814;NULL;OXA-23-like;blaOXA-814;EJO37454;ALIR01000002;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens WC-A-157)
D;OXA-815;NULL;OXA-23-like;blaOXA-815;AWV85927;CP030031;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-816;NULL;OXA-23-like;blaOXA-816;PKD84561;PISK01000039;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-817;NULL;OXA-23-like;blaOXA-817;QBQ03042;MK645929;18195058 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-818;NULL;OXA-23-like;blaOXA-818;EXB35267;JEWP01000002;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. 1461402)
D;OXA-819;NULL;OXA-213-like;blaOXA-819;EXS25020;JFYA01000002;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii 573719)
D;OXA-820;NULL;OXA-270-like;blaOXA-820;AZP29610;CP029610;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-821;NULL;OXA-270-like;blaOXA-821;KRI80670;LLDE01000064;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-822;NULL;OXA-213-like;blaOXA-822;QBX33276;MK713326;(DOI) 33201995;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus AC_2117)
D;OXA-825;NULL;OXA-143-like;blaOXA-825;QCE31561;MK807021;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-826;NULL;OXA-270-like;blaOXA-826;QCE31566;MK810442;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-828;NULL;OXA-51-like;blaOXA-828;QCQ81077;MK913672;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-829;NULL;OXA-51-like;blaOXA-829;QCQ81078;MK913673;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-831;NULL;OXA-51-like;blaOXA-831;QCQ81090;MK933721;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-832;NULL;OXA-270-like;blaOXA-832;OTL21668;NGCT01000006;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-834;NULL;OXA-51-like;blaOXA-834;QCH37038;CP039520;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-895;NULL;OXA-229-like;blaOXA-895;ATZ65705;CP018259;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-897;NULL;OXA-24-like;blaOXA-897;QHI08147;MN920418;35412620 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-898;NULL;OXA-60-like;blaOXA-898;QHT72948;MN968728;32169680 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Ralstonia pickettii)
D;OXA-909;NULL;OXA-51-like;blaOXA-909;CAA0240533;CACSGU010000007;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-910;NULL;OXA-51-like;blaOXA-910;CAA0165441;CACSHE010000009;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-911;NULL;OXA-23-like;blaOXA-911;QIM14678;MT135153;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-915;NULL;OXA-134-like;blaOXA-915;BCD52723;LC537318;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-916;NULL;OXA-51-like;blaOXA-916;QJR96166;MT437251;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-927;NULL;OXA-51-like;blaOXA-927;KGF59766;JRHB01000001;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-936;NULL;OXA-214-like;blaOXA-936;EFF81110;ADMT01000245;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter haemolyticus ATCC 19194)
D;OXA-938;NULL;OXA-51-like;blaOXA-938;OTK43719;NGCA01000034;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-939;NULL;OXA-51-like;blaOXA-939;OTK51605;NGCB01000015;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-940;NULL;OXA-51-like;blaOXA-940;OTT98548;NGII01000019;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-941;NULL;OXA-270-like;blaOXA-941;OTU41007;NGIW01000033;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-942;NULL;OXA-270-like;blaOXA-942;OOT50557;MSOC01000027;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-943;NULL;OXA-270-like;blaOXA-943;OTU23174;NGIO01000005;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-944;NULL;OXA-274-like;blaOXA-944;QQP64032;MW474777;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter guillouiae)
D;OXA-945;NULL;OXA-143-like;blaOXA-945;QQY97506;MW527086;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-946;NULL;OXA-679-like;blaOXA-946;QRM14289;MW581826;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-947;NULL;OXA-679-like;blaOXA-947;QRM14290;MW581827;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lactucae)
D;OXA-948;NULL;OXA-679-like;blaOXA-948;QRM14291;MW581828;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-949;NULL;OXA-679-like;blaOXA-949;QRM14292;MW581829;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lactucae)
D;OXA-952;NULL;OXA-229-like;blaOXA-952;QTG68655;MW805229;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-953;NULL;OXA-229-like;blaOXA-953;MBJ8426923;JADWNN010000017;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-954;NULL;OXA-51-like;blaOXA-954;QTG68657;MW805236;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-955;NULL;OXA-51-like;blaOXA-955;EGY4117187;AAYMEH010000029;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-960;NULL;OXA-55-like;blaOXA-960;QVO43834;MZ092827;NULL;view;NULL;NULL;NULL;carbapenemase;N (Shewanella chilikensis)
D;OXA-961;NULL;OXA-55-like;blaOXA-961;QVO43835;MZ092828;NULL;view;NULL;NULL;NULL;carbapenemase;N (Shewanella chilikensis)
D;OXA-962;NULL;OXA-55-like;blaOXA-962;BCV35319;AP024611;NULL;view;NULL;NULL;NULL;carbapenemase;N (Shewanella chilikensis)
D;OXA-963;NULL;OXA-55-like;blaOXA-963;QVO43837;MZ092830;NULL;view;NULL;NULL;NULL;carbapenemase;N (Shewanella algae)
D;OXA-964;NULL;OXA-55-like;blaOXA-964;AYV15061;CP033575;NULL;view;NULL;NULL;NULL;carbapenemase;N (Shewanella algae)
D;OXA-965;NULL;OXA-55-like;blaOXA-965;QVO43839;MZ092832;NULL;view;NULL;NULL;NULL;carbapenemase;N (Shewanella algae)
D;OXA-966;NULL;OXA-23-like;blaOXA-966;EET82620;ACVR01000032;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens SK82)
D;OXA-967;NULL;OXA-23-like;blaOXA-967;QWA20166;MZ265719;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-968;NULL;OXA-23-like;blaOXA-968;QWA20167;MZ265720;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-969;NULL;OXA-23-like;blaOXA-969;QWA20168;MZ265721;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-970;NULL;OXA-51-like;blaOXA-970;QWA20169;MZ265722;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-971;NULL;OXA-51-like;blaOXA-971;QWA20170;MZ265723;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-972;NULL;OXA-51-like;blaOXA-972;QWA20171;MZ265724;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-973;NULL;OXA-51-like;blaOXA-973;QWA20172;MZ265725;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-974;NULL;OXA-51-like;blaOXA-974;QWA20173;MZ265726;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-975;NULL;OXA-51-like;blaOXA-975;QWA20174;MZ265727;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-976;NULL;OXA-51-like;blaOXA-976;EKB35989;AKAS01000012;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii Ab33333)
D;OXA-977;NULL;OXA-51-like;blaOXA-977;QWA20176;MZ265729;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-978;NULL;OXA-270-like;blaOXA-978;QWA20177;MZ265730;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-979;NULL;OXA-213-like;blaOXA-979;QWA20178;MZ265731;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lactucae)
D;OXA-980;NULL;OXA-213-like;blaOXA-980;ARD29176;CP020015;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lactucae)
D;OXA-983;NULL;OXA-229-like;blaOXA-983;QWA20182;MZ265735;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-985;NULL;OXA-213-like;blaOXA-985;QWA20184;MZ265737;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lactucae)
D;OXA-986;NULL;OXA-270-like;blaOXA-986;QWA20185;MZ265738;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-987;NULL;OXA-213-like;blaOXA-987;QWA20186;MZ265739;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter oleivorans)
D;OXA-988;NULL;OXA-270-like;blaOXA-988;QWA20187;MZ265740;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-989;NULL;OXA-213-like;blaOXA-989;QWA20188;MZ265741;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lactucae)
D;OXA-990;NULL;OXA-213-like;blaOXA-990;QWA20189;MZ265742;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-991;NULL;OXA-134-like;blaOXA-991;QWA20190;MZ265743;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter schindleri)
D;OXA-992;NULL;OXA-270-like;blaOXA-992;QWA20191;MZ265744;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1000;NULL;OXA-270-like;blaOXA-1000;QWA20199;MZ265752;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1001;NULL;OXA-229-like;blaOXA-1001;CEI52848;CDEL01000186;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-1002;NULL;OXA-270-like;blaOXA-1002;QWA20202;MZ265755;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1003;NULL;OXA-213-like;blaOXA-1003;QWA20203;MZ265756;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter oleivorans)
D;OXA-1005;NULL;OXA-134-like;blaOXA-1005;QIC65882;CP044463;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter schindleri)
D;OXA-1007;NULL;OXA-213-like;blaOXA-1007;QWA20207;MZ265760;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter oleivorans)
D;OXA-1008;NULL;OXA-213-like;blaOXA-1008;QWA20208;MZ265761;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lactucae)
D;OXA-1009;NULL;OXA-213-like;blaOXA-1009;QWA20209;MZ265762;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-1010;NULL;OXA-213-like;blaOXA-1010;QWA20210;MZ265763;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lactucae)
D;OXA-1013;NULL;OXA-51-like;blaOXA-1013;QWW93433;MZ424303;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1016;NULL;OXA-372-like;blaOXA-1016;QWY90353;MZ449319;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1036;NULL;OXA-664-like;blaOXA-1036;AUX87883;CP026412;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. ACNIH2)
D;OXA-1038;NULL;OXA-48-like;blaOXA-1038;UBJ91323;OK180617;37317299 (DOI);view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1039;NULL;OXA-48-like;blaOXA-1039;KEK29525;JGVI01000025;37317299 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Shewanella xiamenensis)
D;OXA-1040;NULL;OXA-24-like;blaOXA-1040;EHQ5755245;ABAXEG010000118;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1041;NULL;OXA-1041-like;blaOXA-1041;MNF81523;RCUR01016391;36995982 (DOI);view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1044;NULL;OXA-211-like;blaOXA-1044;UGY75799;OL809969;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-1045;NULL;OXA-270-like;blaOXA-1045;HIN58255;DQPZ01000311;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1047;NULL;OXA-51-like;blaOXA-1047;UHO07585;OL901274;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1048;NULL;OXA-51-like;blaOXA-1048;UHO07586;OL901275;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1050;NULL;OXA-213-like;blaOXA-1050;UHO07589;OL901278;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-1051;NULL;OXA-679-like;blaOXA-1051;UHO07590;OL901279;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-1052;NULL;OXA-229-like;blaOXA-1052;UIC40481;OM105665;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-1056;NULL;OXA-198-like;blaOXA-1056;UKC75978;OM460738;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1057;NULL;OXA-198-like;blaOXA-1057;UKC75979;OM460739;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1058;NULL;OXA-51-like;blaOXA-1058;ULU82603;OM617740;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1059;NULL;OXA-51-like;blaOXA-1059;ULU82604;OM617741;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1060;NULL;OXA-51-like;blaOXA-1060;ULU82605;OM617742;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1061;NULL;OXA-51-like;blaOXA-1061;ULU82606;OM617743;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1062;NULL;OXA-51-like;blaOXA-1062;ULU82607;OM617744;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1063;NULL;OXA-51-like;blaOXA-1063;ULU82608;OM617745;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1064;NULL;OXA-51-like;blaOXA-1064;ULU82609;OM617746;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1065;NULL;OXA-51-like;blaOXA-1065;ULU82610;OM617747;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1066;NULL;OXA-51-like;blaOXA-1066;ULU82612;OM617749;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1067;NULL;OXA-51-like;blaOXA-1067;ULU82615;OM617752;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1068;NULL;OXA-51-like;blaOXA-1068;ULU82617;OM617754;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1069;NULL;OXA-51-like;blaOXA-1069;ULU82618;OM617755;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1070;NULL;OXA-51-like;blaOXA-1070;ULU82619;OM617756;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1071;NULL;OXA-51-like;blaOXA-1071;ULU82620;OM617757;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1072;NULL;OXA-51-like;blaOXA-1072;ULU82621;OM617758;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1073;NULL;OXA-51-like;blaOXA-1073;ULU82622;OM617759;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1074;NULL;OXA-51-like;blaOXA-1074;ULU82623;OM617760;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1075;NULL;OXA-51-like;blaOXA-1075;ULU82624;OM617761;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1076;NULL;OXA-51-like;blaOXA-1076;MBU0301286;JAHKEE010000170;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1077;NULL;OXA-51-like;blaOXA-1077;ULU82626;OM617763;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1078;NULL;OXA-51-like;blaOXA-1078;ULU82627;OM617764;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1079;NULL;OXA-51-like;blaOXA-1079;ULU82628;OM617765;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1080;NULL;OXA-51-like;blaOXA-1080;ULU82629;OM617766;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1081;NULL;OXA-24-like;blaOXA-1081;ULU82656;OM638107;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-1092;NULL;OXA-51-like;blaOXA-1092;UMW71111;OL944013;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1093;NULL;OXA-51-like;blaOXA-1093;UMW71112;OL944014;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1109;NULL;OXA-51-like;blaOXA-1109;UOM32496;ON101846;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1110;NULL;OXA-134-like;blaOXA-1110;MCO8083245;JAMXXN010000022;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-1111;NULL;OXA-134-like;blaOXA-1111;UOM32498;ON101848;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-1112;NULL;OXA-134-like;blaOXA-1112;MCO8080316;JAMXXR010000020;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-1113;NULL;OXA-270-like;blaOXA-1113;UOM32500;ON101850;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1114;NULL;OXA-270-like;blaOXA-1114;UOM32501;ON101851;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1115;NULL;OXA-270-like;blaOXA-1115;UOM32502;ON101852;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1116;NULL;OXA-134-like;blaOXA-1116;UOM32503;ON101853;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter schindleri)
D;OXA-1117;NULL;OXA-51-like;blaOXA-1117;UOX08353;ON212676;36247096 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1118;NULL;OXA-51-like;blaOXA-1118;UOX08354;ON212677;36247096 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1121;NULL;OXA-51-like;blaOXA-1121;UTS94210;ON651457;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1122;NULL;OXA-51-like;blaOXA-1122;UTS94211;ON651458;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1123;NULL;OXA-51-like;blaOXA-1123;UTS94212;ON651459;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1137;NULL;OXA-213-like;blaOXA-1137;UTS94246;ON651493;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lactucae)
D;OXA-1138;NULL;OXA-270-like;blaOXA-1138;UTS94247;ON651494;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1139;NULL;OXA-143-like;blaOXA-1139;UTS94248;ON651495;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1144;NULL;OXA-229-like;blaOXA-1144;KKW81078;LBNA01000029;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. Ag2)
D;OXA-1145;NULL;OXA-286-like;blaOXA-1145;UUM03678;OP131862;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter proteolyticus)
D;OXA-1149;NULL;OXA-1149-like;blaOXA-1149;UVA78447;CP102780;NULL;view;NULL;NULL;NULL;carbapenemase;N (Pandoraea commovens)
D;OXA-1150;NULL;OXA-270-like;blaOXA-1150;UVU92354;OP297830;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1151;NULL;OXA-213-like;blaOXA-1151;UVU92356;OP297832;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-1152;NULL;OXA-1152-like;blaOXA-1152;UYF23589;OP626812;NULL;view;NULL;NULL;NULL;carbapenemase;N (Pandoraea sputorum)
